trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,text.started,text.stopped,fix.started,text_countdown.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.468271799851209,11.470738200005144,11.470738200005144,12.146591999800876,12.146591999800876,12.146591999800876,12.146591999800876,12.146591999800876,12.146591999800876,12.146591999800876,right,0.963033800246194,,,,,,,
