trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,Countdown,color1,color2,correct,screenshot,text.started,fix.started,image.started,circle_4.started,fix_2.started,Right_2.started,Left_2.started,polygon.started,movie.started,circle.started,response.started,Right.started,Left.started,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.885328100062907,11.904477500123903,13.440221500117332,13.440221500117332,13.440221500117332,13.440221500117332,13.440221500117332,14.548822300042957,14.548822300042957,14.548822300042957,14.548822300042957,14.548822300042957,14.548822300042957,right,0,0.5146724998485297,,,,,,,
