Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,total_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,response_3.keys,response_3.corr,response_3.rt,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,,,,,,,,,0,1,1,3,1.6676789000630379,,,,-16,,,,,None,0,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,,,,,0,2,2,1,1.8847487000748515,,,,-15,,,,,right,1,1.5291384002193809,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,,,,,0,3,3,4,2.7511120999697596,,,,-17,,,,,None,0,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,,,,,0,4,4,0,2.8516545998863876,,,,-19,,,,,None,0,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,,,,,,,,,0,5,5,2,1.8678020001389086,,,,-21,,,,,None,0,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,212.24494199990295,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,0,0,0,2,,,,,,,,,1.8677242000121623,None,0,,-23,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,0,1,1,1,,,,,,,,,2.1514351000078022,None,0,,-25,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,0,2,2,0,,,,,,,,,2.6843950001057237,None,0,,-27,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,0,3,3,4,,,,,,,,,2.8845808999612927,None,0,,-29,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,0,4,4,3,,,,,,,,,1.6506939998362213,None,0,,-31,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,0,5,5,5,,,,,,,,,2.3509472000878304,None,0,,-33,,,,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,0,0,0,0,,,,,2.701161199947819,,,,-35,251.37611970002763,None,0,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,,,,,0,1,1,3,,,,,1.884656900074333,,,,-37,257.6804245999083,None,0,,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,,,,,0,2,2,2,,,,,1.4344352001789957,,,,-36,263.17428769986145,right,1,1.1083671001251787,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,0,3,3,5,,,,,2.001408000010997,,,,-35,268.21934259985574,left,1,1.6864526001736522,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,0,4,4,1,,,,,1.8344533001072705,,,,-34,273.91611479991116,right,1,1.4693271003197879,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,0,5,5,4,,,,,2.334228599909693,,,,-33,279.3709138999693,left,1,1.9756300000008196,,,,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,,,,,,,,,0,0,0,3,1.6675712999422103,,,,-32,,,,,left,1,1.3049487001262605,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,2,0,2,0,,,,,,,,,0,1,1,0,2.3506606998853385,,,,-31,,,,,right,1,2.0304463002830744,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,2,0,2,0,,,,,,,,,0,2,2,5,1.1841013000812382,,,,-30,,,,,left,1,0.8598298002034426,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,2,0,2,0,,,,,,,,,0,3,3,1,2.2676299999002367,,,,-32,,,,,left,0,1.9255382001865655,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,,,,,,,,,0,4,4,4,1.7347180000506341,,,,-31,,,,,left,1,1.4056550001259893,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,,,,,,,,,0,5,5,2,1.634507300099358,,,,-33,,,,,left,0,1.267242800211534,,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,315.1113346000202,,142610,001,2023-07-12_16h34.28.889,Rewa's Exp,2023.1.2,60.01648055323505,
