Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,DotsshowRT,response.keys,response.corr,response.rt,total_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,response_3.keys,response_3.corr,response_3.rt,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,0,4,4,2,,,,,,,,,0.917937699938193,right,1,0.593515699962154,15,,,,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,0,5,5,3,,,,,,,,,0.8011096999980509,right,0,0.4644942998420447,13,,,,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,1,0,1,0,,,,,0,0,0,5,,,,,1.4344741001259536,,,,14,143.58838490000926,left,1,1.1184042999520898,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_2.5s.mp4,red,green,right,Countdown_2.5s.jpg,1,0,1,0,,,,,0,1,1,0,,,,,2.450953299878165,,,,15,148.65119659993798,right,1,2.128125600051135,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,1,0,1,0,,,,,0,2,2,2,,,,,1.751021800097078,,,,16,154.70727710006759,right,1,1.4324583001434803,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,1,0,1,0,,,,,0,3,3,3,,,,,1.0343257000204176,,,,17,160.0833743000403,left,1,0.7039902000688016,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,1,0,1,0,,,,,0,4,4,4,,,,,2.434491300024092,,,,18,164.77520889998414,left,1,2.075743099907413,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,1,0,1,0,,,,,0,5,5,1,,,,,2.3339424999430776,,,,16,170.76529840007424,None,0,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
,,,,,1,0,1,0,,,,,,,,,0,0,0,0,2.167315599974245,,,,14,,,,,None,0,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,179.74056850001216,180.745489400113,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,3,,,,,,,,,1.7509278999641538,None,0,,12,,,,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,2,0,2,0,0,1,1,2,,,,,,,,,1.6346779998857528,None,0,,10,,,,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
Countdown_2.5s.mp4,green,red,left,Countdown_2.5s.jpg,2,0,2,0,0,2,2,4,,,,,,,,,2.6844846999738365,None,0,,8,,,,,,,,,,575114,001,2023-07-12_14h33.48.367,Rewa's Exp,2023.1.2,59.946036571734965,
